tiempo,es_diurno,azimut_deg,elevacion_deg,phi_newton_rad,beta_newton_rad,error_newton_deg,iter_newton,ok_newton,motivo_newton,phi_grad_rad,beta_grad_rad,error_grad_deg,iter_grad,ok_grad,motivo_grad,alpha_grad
2026-02-03T07:37:00-05:00,True,107.1125364469864,16.719834579155464,1.2662665015621362,0.28567947455181075,0.0,4,True,norma(F) < eps_f,1.2664130813439254,0.28569307006895417,0.008095566494134412,19,True,OK,0.45
2026-02-03T07:38:00-05:00,True,107.13373508844833,16.957978955363956,1.2619188760297535,0.28566272122842973,0.0,4,True,norma(F) < eps_f,1.2620053275222451,0.28567031122039843,0.004772422856977441,20,True,OK,0.45
2026-02-03T07:39:00-05:00,True,107.15529602557635,17.19611590480676,1.2575709073887384,0.2856459879493507,0.0,4,True,norma(F) < eps_f,1.2576579588192152,0.2856536906557239,0.004805879570539284,20,True,OK,0.45
2026-02-03T07:40:00-05:00,True,107.17722135467463,17.434244172774818,1.2532226093414955,0.2856292748749463,0.0,4,True,norma(F) < eps_f,1.253310266755097,0.2856370918881135,0.0048396782515116345,20,True,OK,0.45
2026-02-03T07:41:00-05:00,True,107.19951322758692,17.67236269767742,1.2488739919843006,0.285612582161462,0.0,4,True,norma(F) < eps_f,1.2489622615144969,0.28562051510067077,0.004873824273801944,20,True,OK,0.45
2026-02-03T07:42:00-05:00,True,107.22217379117888,17.910469967371778,1.2445250735618993,0.2855959099936878,0.0,4,True,norma(F) < eps_f,1.244613961430999,0.2856039605069749,0.0049083221947572985,20,True,OK,0.45
2026-02-03T07:43:00-05:00,True,107.24520527955778,18.148564981145046,1.2401758628951645,0.2855792585410832,0.0,4,True,norma(F) < eps_f,1.240265375419467,0.2855874283061166,0.004943177697150289,20,True,OK,0.45
2026-02-03T07:44:00-05:00,True,107.26860995291521,18.386646601916844,1.235826371211556,0.28556262797865,0.0,4,True,norma(F) < eps_f,1.2359165148015947,0.28557091870193285,0.004978396374781934,20,True,OK,0.45
2026-02-03T07:45:00-05:00,True,107.29239011397941,18.62471371795755,1.2314766091888092,0.2855460184872785,0.0,4,True,norma(F) < eps_f,1.2315673903502677,0.2855544319057546,0.005013983513485196,20,True,OK,0.45
2026-02-03T07:46:00-05:00,True,107.31654810831485,18.862765240197827,1.2271265870023653,0.2855294302510821,0.0,4,True,norma(F) < eps_f,1.2272180123405194,0.28553796813240995,0.005049944819756743,20,True,OK,0.45
2026-02-03T07:47:00-05:00,True,107.34108632487181,19.10080010055365,1.222776314353976,0.28551286345722127,0.0,4,True,norma(F) < eps_f,1.222868390572259,0.2855215276024725,0.005086285828621593,20,True,OK,0.45
2026-02-03T07:48:00-05:00,True,107.36600719648715,19.33881724988268,1.2184258005070572,0.285496318295598,0.0,4,True,norma(F) < eps_f,1.2185185344127376,0.28550511053626604,0.005123012545863757,20,True,OK,0.45
2026-02-03T07:49:00-05:00,True,107.39131321794513,19.576815818322178,1.214075051353092,0.2854797949499946,0.0,4,True,norma(F) < eps_f,1.2141684498564196,0.2854887171523657,0.005160131003206901,20,True,OK,0.45
2026-02-03T07:50:00-05:00,True,107.4170068773613,19.81479447110976,1.2097240811869678,0.28546329363275086,0.0,4,True,norma(F) < eps_f,1.2098181513047779,0.2854723476955756,0.005197647393128892,20,True,OK,0.45
2026-02-03T07:51:00-05:00,True,107.44309075993831,20.052752369231612,1.2053728951421168,0.285446814532275,0.0,4,True,norma(F) < eps_f,1.20546764400087,0.2854560023902164,0.005235567710426289,20,True,OK,0.45
2026-02-03T07:52:00-05:00,True,107.46956748008482,20.290688527159922,1.2010215009299692,0.2854303578477428,0.0,4,True,norma(F) < eps_f,1.2011169357646914,0.2854396814703508,0.0052738982384401755,20,True,OK,0.45
2026-02-03T07:53:00-05:00,True,107.49643969927365,20.528601973508486,1.1966699059008281,0.28541392378020164,0.0,4,True,norma(F) < eps_f,1.1967660340615183,0.2854233851725396,0.005312646014164895,20,True,OK,0.45
2026-02-03T07:54:00-05:00,True,107.52371012636726,20.766491747250534,1.1923181171108577,0.2853975125324517,0.0,4,True,norma(F) < eps_f,1.1924149460621205,0.285407113739089,0.00535181716138764,20,True,OK,0.45
2026-02-03T07:55:00-05:00,True,107.5513815184786,21.00435689848353,1.1879661413058467,0.2853811243090022,0.0,4,True,norma(F) < eps_f,1.1880636786322523,0.2853908674093075,0.005391418676358926,20,True,OK,0.45
2026-02-03T07:56:00-05:00,True,107.57945668156395,21.242196486957862,1.1836139849458804,0.285364759315738,0.0,4,True,norma(F) < eps_f,1.1837122383484004,0.28537464643024757,0.005431457384289493,20,True,OK,0.45
2026-02-03T07:57:00-05:00,True,107.60793847091126,21.480009580740486,1.179261654227762,0.2853484177575967,0.0,4,True,norma(F) < eps_f,1.1793606315330099,0.2853584510457141,0.005471940472979014,20,True,OK,0.45
2026-02-03T07:58:00-05:00,True,107.63682979258304,21.717795256619702,1.1749091550740947,0.2853320998480214,0.0,4,True,norma(F) < eps_f,1.175008864234245,0.28534228150925434,0.005512875077230379,20,True,OK,0.45
2026-02-03T07:59:00-05:00,True,107.66613360311496,21.955552598397823,1.1705564931639079,0.2853158057942781,0.0,4,True,norma(F) < eps_f,1.170656942257959,0.2853261380704186,0.0055542685375026485,20,True,OK,0.45
2026-02-03T08:00:00-05:00,True,107.69585291073449,22.19328069520653,1.1662036739598949,0.2852995358072606,0.0,4,True,norma(F) < eps_f,1.1663048711979283,0.28531002098375335,0.005596128386417344,20,True,OK,0.45
2026-02-03T08:01:00-05:00,True,107.725990776097,22.43097864204776,1.161850702696364,0.28528329009874664,0.0,4,True,norma(F) < eps_f,1.1619526564233542,0.2852939305025559,0.0056384625294403235,20,True,OK,0.45
2026-02-03T08:02:00-05:00,True,107.75655031299493,22.66864553864448,1.1574975843977573,0.28526706888147124,0.0,4,True,norma(F) < eps_f,1.1576003030941147,0.2852778668853695,0.005681278518928095,20,True,OK,0.45
2026-02-03T08:03:00-05:00,True,107.78753471018763,22.906280648057376,1.1531443209698367,0.2852508723605093,0.0,4,True,norma(F) < eps_f,1.1532478132568222,0.28526183038274366,0.005724584579544875,20,True,OK,0.45
